"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.193929,,
"AUS","Australia","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.149611,,
"AUS","Australia","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.02947,,
"AUS","Australia","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,5.088331,,
"AUS","Australia","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.267779,,
"AUS","Australia","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.313457,,
"AUS","Australia","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.298709,,
"AUS","Australia","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,5.307557,,
"AUS","Australia","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.233134,,
"AUS","Australia","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.236217,,
"AUS","Australia","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.17161,,
"AUS","Australia","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,5.203813,,
"AUT","Austria","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,4.5,,
"AUT","Austria","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,4.3,,
"AUT","Austria","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,4.166667,,
"AUT","Austria","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.4,,
"AUT","Austria","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,4.6,,
"AUT","Austria","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,4.633333,,
"AUT","Austria","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,4.333333,,
"AUT","Austria","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.633333,,
"AUT","Austria","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,4.566667,,
"AUT","Austria","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,4.5,,
"AUT","Austria","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,4.233333,,
"AUT","Austria","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.5,,
"BEL","Belgium","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.066667,,
"BEL","Belgium","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5,,
"BEL","Belgium","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,4.7,,
"BEL","Belgium","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.7,,
"BEL","Belgium","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.8,,
"BEL","Belgium","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.466667,,
"BEL","Belgium","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.7,,
"BEL","Belgium","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,5.7,,
"BEL","Belgium","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.466667,,
"BEL","Belgium","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.233333,,
"BEL","Belgium","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.2,,
"BEL","Belgium","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,5.233333,,
"CAN","Canada","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.133333,,
"CAN","Canada","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.266667,,
"CAN","Canada","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.333333,,
"CAN","Canada","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.433333,,
"CAN","Canada","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.966667,,
"CAN","Canada","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.966667,,
"CAN","Canada","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,6.066667,,
"CAN","Canada","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.233333,,
"CAN","Canada","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.566667,,
"CAN","Canada","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.633333,,
"CAN","Canada","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.7,,
"CAN","Canada","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.3,,
"CZE","Czech Republic","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,2.4,,
"CZE","Czech Republic","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,2.4,,
"CZE","Czech Republic","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,2.3,,
"CZE","Czech Republic","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,2.266667,,
"CZE","Czech Republic","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,1.633333,,
"CZE","Czech Republic","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,1.766667,,
"CZE","Czech Republic","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,1.8,,
"CZE","Czech Republic","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,1.766667,,
"CZE","Czech Republic","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,2,,
"CZE","Czech Republic","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,2.033333,,
"CZE","Czech Republic","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,2.033333,,
"CZE","Czech Republic","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,2,,
"DNK","Denmark","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,5.066667,,
"DNK","Denmark","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,5.2,,
"DNK","Denmark","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.4,,
"DNK","Denmark","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.933333,,
"DNK","Denmark","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,4.833333,,
"DNK","Denmark","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,4.766667,,
"DNK","Denmark","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,4.766667,,
"DNK","Denmark","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.666667,,
"DNK","Denmark","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,4.933333,,
"DNK","Denmark","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,4.933333,,
"DNK","Denmark","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,5.066667,,
"DNK","Denmark","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,4.8,,
"FIN","Finland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,6.3,,
"FIN","Finland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,6.266667,,
"FIN","Finland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,6.3,,
"FIN","Finland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.3,,
"FIN","Finland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,7.133333,,
"FIN","Finland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,7.3,,
"FIN","Finland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,7.1,,
"FIN","Finland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.9,,
"FIN","Finland","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,6.7,,
"FIN","Finland","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,6.8,,
"FIN","Finland","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,6.7,,
"FIN","Finland","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,6.6,,
"FRA","France","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,8.433333,,
"FRA","France","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,8.366667,,
"FRA","France","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,8.133333,,
"FRA","France","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,7.866667,,
"FRA","France","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,8.5,,
"FRA","France","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,8.566667,,
"FRA","France","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,8.333333,,
"FRA","France","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,7.633333,,
"FRA","France","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,8.5,,
"FRA","France","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,8.466666,,
"FRA","France","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,8.233334,,
"FRA","France","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,7.733333,,
"DEU","Germany","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,2.733333,,
"DEU","Germany","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,2.6,,
"DEU","Germany","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,2.733333,,
"DEU","Germany","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3,,
"DEU","Germany","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.4,,
"DEU","Germany","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.5,,
"DEU","Germany","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.633333,,
"DEU","Germany","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.766667,,
"DEU","Germany","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.1,,
"DEU","Germany","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.1,,
"DEU","Germany","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.233333,,
"DEU","Germany","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.4,,
"GRC","Greece","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,21.5,,
"GRC","Greece","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,21.03333,,
"GRC","Greece","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,20.33333,,
"GRC","Greece","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,14.06667,,
"GRC","Greece","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,13.8,,
"GRC","Greece","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,13.63333,,
"GRC","Greece","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,17.36667,,
"GRC","Greece","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,17,,
"GRC","Greece","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,16.6,,
"HUN","Hungary","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.433333,,
"HUN","Hungary","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.6,,
"HUN","Hungary","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.666667,,
"HUN","Hungary","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.733333,,
"HUN","Hungary","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.5,,
"HUN","Hungary","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.366667,,
"HUN","Hungary","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.3,,
"HUN","Hungary","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.4,,
"HUN","Hungary","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.433333,,
"HUN","Hungary","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.466667,,
"HUN","Hungary","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.466667,,
"HUN","Hungary","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.566667,,
"ISL","Iceland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3,,
"ISL","Iceland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.2,,
"ISL","Iceland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.3,,
"ISL","Iceland","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.833333,,
"ISL","Iceland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.733333,,
"ISL","Iceland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019",,,"0","Units",,,3.633333,,
"ISL","Iceland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019",,,"0","Units",,,3.733333,,
"ISL","Iceland","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020",,,"0","Units",,,3.6,,
"ISL","Iceland","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,3.366667,,
